issn;journal_title;oa_mode;apc;year;;;
1469-9737;Mental Health, Religion & Culture;Hybrid;3250;2012;;;
1532-7868;Metaphor And Symbol;Hybrid;3250;2012;;;
2163-5803;Military Psychology;Hybrid;3250;2012;;;
1563-5287;Molecular Crystals and Liquid Crystals;Hybrid;3250;2012;;;
1362-3028;Molecular Physics;Hybrid;3250;2012;;;
1029-0435;Molecular Simulation;Hybrid;3250;2012;;;
1469-9885;Mortality;Hybrid;3250;2012;;;
1467-5854;Multivariate Behavioral Research;Hybrid;3250;2012;;;
2150-1211;Mycology: International Journal of Fungal Biology;Hybrid;3250;2012;;;
2164-2311;Nanoscience Methods;Open Access;;2012;;;
1478-6427;Natural Products Research;Hybrid;3250;2012;;;
1465-3656;Neurocase;Hybrid;3250;2012;;;
2044-3978;Neuropsychological Rehabilitation;Hybrid;3250;2012;;;
1740-7842;New Review of Hypermedia and Multimedia;Hybrid;3250;2012;;;
1477-2671;Nondestructive Testing and Evaluation;Hybrid;3250;2012;;;
1502-394X;Nora, Nordic Journal of Feminist and Gender Research;Hybrid;3250;2012;;;
1944-8260;Nordic Journal Of Music Therapy;Hybrid;3250;2012;;;
2156-8588;Nordic Social Work Research;Hybrid;3250;2012;;;
1502-5292;Norsk Geografisk Tidsskrift - Norwegian Journal of Geography;Hybrid;3250;2012;;;
1548-8454;North American Journal of Aquaculture;Hybrid;3250;2012;;;
1548-8675;North American Journal of Fisheries Management;Hybrid;3250;2012;;;
1502-7678;Norwegian Archaeological Review;Hybrid;3250;2012;;;
1532-2335;Nucleosides, Nucleotides, and Nucleic Acids;Hybrid;3250;2012;;;
1532-2467;Numerical Functional Analysis & Optimization;Hybrid;3250;2012;;;
1532-7914;Nutrition And Cancer;Hybrid;3250;2012;;;
1175-8775;NZ Journal of Agricultural Research;Hybrid;3250;2012;;;
1175-8643;NZ Journal of Botany;Hybrid;3250;2012;;;
1175-8783;NZ Journal of Crop & Horticultural Science;Hybrid;3250;2012;;;
1175-8791;NZ Journal of Geology & Geophysics;Hybrid;3250;2012;;;
1175-8805;NZ Journal of Marine & Freshwater Research;Hybrid;3250;2012;;;
1175-8821;NZ Journal of Zoology;Hybrid;3250;2012;;;
1541-3101;Occupational Therapy In Mental Health;Hybrid;3250;2012;;;
1029-4945;Optimization;Hybrid;3250;2012;;;
1029-4937;Optimization Methods and Software;Hybrid;3250;2012;;;
2157-8745;Oriental Insects;Hybrid;3250;2012;;;
1532-7922;Parenting;Hybrid;3250;2012;;;
1554-4818;Pedagogies: An International Journal;Hybrid;3250;2012;;;
1752-9182;Person-Centred and Experiental Psychotherapies;Hybrid;3250;2012;;;
1029-0338;Phase Transitions: A Multinational Journal;Hybrid;3250;2012;;;
1741-5918;Philosophical Explorations;Hybrid;3250;2012;;;
1478-6443;Philosophical Magazine;Hybrid;3250;2012;;;
1362-3036;Philosophical Magazine Letters;Hybrid;3250;2012;;;
1563-5325;Phosphorus, Sulfur, and Silicon, and the Related Elements;Hybrid;3250;2012;;;
1754-0771;Photographies;Hybrid;3250;2012;;;
1029-0451;Physics and Chemistry of Liquids;Hybrid;3250;2012;;;
1051-9998;Plasma Devices and Operations;Hybrid;3250;2012;;;
1563-5333;Polycyclic Aromatic Compounds;Hybrid;3250;2012;;;
1558-3716;Polymer-Plastics Technology and Engineering;Hybrid;3250;2012;;;
1477-4747;Population Studies;Hybrid;3250;2012;;;
1742-4909;Practice;Hybrid;3250;2012;;;
1532-2297;Preparative Biochemistry and Biotechnology;Hybrid;3250;2012;;;
1366-5871;Production Planning & Control;Hybrid;3250;2012;;;
1934-1687;Psychiatry, Psychology And Law;Hybrid;3250;2012;;;
1940-9222;Psychoanalytic Dialogues;Hybrid;3250;2012;;;
1940-9133;Psychoanalytic Inquiry;Hybrid;3250;2012;;;
1474-9734;Psychoanalytic Psychotherapy;Hybrid;3250;2012;;;
1522-9033;Psychoanalytical Social Work;Hybrid;3250;2012;;;
1475-3626;Psychodynamic Practice (Formerly Psychodynamic Counselling);Hybrid;3250;2012;;;
1532-7965;Psychological Inquiry;Hybrid;3250;2012;;;
1556-3030;Psychological Perspectives;Hybrid;3250;2012;;;
1476-8321;Psychology & Health;Hybrid;3250;2012;;;
1941-9902;Psychology And Sexuality;Hybrid;3250;2012;;;
1477-2744;Psychology Crime And Law;Hybrid;3250;2012;;;
1465-3966;Psychology Health and Medicine;Hybrid;3250;2012;;;
1752-2447;Psychosis: Psychological, Social and Integrative Approaches;Hybrid;3250;2012;;;
1468-4381;Psychotherapy Research;Hybrid;3250;2012;;;
1478-0895;Qualitative Research In Psychology;Hybrid;3250;2012;;;
0272-4995;Quarterly Journal of Experimental Psychology;Hybrid;3250;2012;;;
1029-4953;Radiation Effects and Defects in Solids;Hybrid;3250;2012;;;
1360-0591;Regional Studies;Hybrid;3250;2012;;;
1096-1151;Religion;Hybrid;3250;2012;;;
2150-7058;Remote Sensing Letters;Hybrid;3250;2012;;;
1542-7617;Research In Human Development;Hybrid;3250;2012;;;
1470-1146;Research Papers in Education;Hybrid;3250;2012;;;
1541-0358;Residential Treatment For Children & Youth;Hybrid;3250;2012;;;
2164-7402;Road Materials and Pavement Design;Hybrid;3250;2012;;;
1729-0376;SAHARA-J: Journal of Social Aspects of HIV/AIDS;Open Access;;2012;;;
1029-046X;SAR & QSAR in Environmental Research;Hybrid;3250;2012;;;
1651-2030;Scandinavian Actuarial Journal;Hybrid;3250;2012;;;
1750-2837;Scandinavian Economic History Review;Hybrid;3250;2012;;;
1745-3011;Scandinavian Journal of Disability Research;Hybrid;3250;2012;;;
1651-1891;Scandinavian Journal of Forest Research;Hybrid;3250;2012;;;
1502-7716;Scandinavian Journal of History;Hybrid;3250;2012;;;
1502-2269;Scandinavian Journal of Hospitality and Tourism;Hybrid;3250;2012;;;
1502-7244;Scandinavian Journal of the Old Testament;Hybrid;3250;2012;;;
1600-082X;Scando-Slavica;Hybrid;3250;2012;;;
1470-1189;Science as Culture;Hybrid;3250;2012;;;
1529-8876;Self and Identity;Hybrid;3250;2012;;;
1520-5754;Separation Science and Technology;Hybrid;3250;2012;;;
1532-4176;Sequential Analysis;Hybrid;3250;2012;;;
1532-5318;Sexual Addiction & Compulsivity;Hybrid;3250;2012;;;
1468-1749;Sexual And Relationship Therapy;Hybrid;3250;2012;;;
1754-212X;Ships and Offshore Structures;Hybrid;3250;2012;;;
1553-0426;Smith College Studies In Social Work;Hybrid;3250;2012;;;
1553-4529;Social Influence;Hybrid;3250;2012;;;
1747-0927;Social Neuroscience;Hybrid;3250;2012;;;
1470-1227;Social Work Education;Hybrid;3250;2012;;;
1541-034X;Social Work In Health Care;Hybrid;3250;2012;;;
1533-2993;Social Work In Mental Health;Hybrid;3250;2012;;;
1937-190X;Social Work In Public Health;Hybrid;3250;2012;;;
1540-9481;Social Work With Groups;Hybrid;3250;2012;;;
1521-0723;Society & Natural Resources;Hybrid;3250;2012;;;
1539-4468;Soft Materials;Hybrid;3250;2012;;;
1747-0765;Soil Science and Plant Nutrition;Hybrid;3250;2012;;;
1532-2289;Spectroscopy Letters;Hybrid;3250;2012;;;
1029-4910;Statistics: A J of Theoretical and Applied Statistics;Hybrid;3250;2012;;;
1532-9356;Stochastic Analysis and Applications;Hybrid;3250;2012;;;
1532-4214;Stochastic Models;Hybrid;3250;2012;;;
1744-2516;Stochastics: An IJ of Probability and Stochastic Processes;Hybrid;3250;2012;;;
1532-8007;Structural Equation Modeling: A Multidisciplinary Journal;Hybrid;3250;2012;;;
1744-8980;Structure & Infrastructure Engineering;Hybrid;3250;2012;;;
1651-2308;Studia Neophilologica;Hybrid;3250;2012;;;
1502-7791;Studia Theologica - Nordic Journal of Theology;Hybrid;3250;2012;;;
1940-9206;Studies In Gender And Sexuality;Hybrid;3250;2012;;;
1547-0164;Substance Abuse;Hybrid;3250;2012;;;
1029-0478;Supramolecular Chemistry;Hybrid;3250;2012;;;
1502-7805;Symbolae Osloenses;Hybrid;3250;2012;;;
1553-3182;Synthesis and Reactivity in Inorganic, Metal-Organic, and Nano-Metal Chemistry;Hybrid;3250;2012;;;
1532-2432;Synthetic Communications;Hybrid;3250;2012;;;
1478-0933;Systematics and Biodiversity;Hybrid;3250;2012;;;
2164-2583;Systems Science & Control Engineering;Open Access;;2012;;;
0098-6283;Teaching of Psychology;Hybrid;3250;2012;;;
2029-4921;Technological and Economic Development of Economy;Hybrid;3250;2012;;;
1822-4288;The Baltic Journal of Road and Bridge Engineering:;Hybrid;3250;2012;;;
1873-5398;The History of the Family;Hybrid;3250;2012;;;
1547-3333;The Humanistic Psychologist;Hybrid;3250;2012;;;
1937-3279;The IES Journal Part A: Civil & Structural Engineering;Hybrid;3250;2012;;;
2158-0812;The Irish Journal of Psychology;Hybrid;3250;2012;;;
1750-8622;The Journal of Agricultural Education & Extension;Hybrid;3250;2012;;;
2150-5403;The Journal of Comparative Asian Development;Hybrid;3250;2012;;;
1940-0888;The Journal Of General Psychology;Hybrid;3250;2012;;;
1940-0896;The Journal Of Genetic Psychology;Hybrid;3250;2012;;;
1743-9779;The Journal of Positive Psychology;Hybrid;3250;2012;;;
1940-1019;The Journal Of Psychology;Hybrid;3250;2012;;;
1940-1183;The Journal Of Social Psychology;Hybrid;3250;2012;;;
1550-3461;The Psychologist-Manager Journal;Hybrid;3250;2012;;;
1464-536X;Theoretical Issues in Ergonomics Science;Hybrid;3250;2012;;;
1464-0708;Thinking and Reasoning;Hybrid;3250;2012;;;
1478-3371;Total Quality Management & Business Excellence;Hybrid;3250;2012;;;
1392-1630;Town Planning and Architecture;Hybrid;3250;2012;;;
1029-0486;Toxicology and Environmental Chemistry;Hybrid;3250;2012;;;
1548-8659;Transactions of the American Fisheries Society;Hybrid;3250;2012;;;
1648-3480;Transport;Hybrid;3250;2012;;;
1532-2424;Transport Theory and Statistical Physics;Hybrid;3250;2012;;;
1812-8602;Transportmetrica;Hybrid;3250;2012;;;
1744-9006;Urban Water Journal;Hybrid;3250;2012;;;
1744-5159;Vehicle System Dynamics;Hybrid;3250;2012;;;
1875-5941;Veterinary Quarterly;Hybrid;3250;2012;;;
1745-2767;Virtual and Physical Prototyping;Hybrid;3250;2012;;;
1464-0716;Visual Cognition;Hybrid;3250;2012;;;
1941-8361;Visual Culture in Britain;Hybrid;3250;2012;;;
1745-0136;Vulnerable Children and Youth Studies;Hybrid;3250;2012;;;
1745-5049;Waves in Random and Complex Media;Hybrid;3250;2012;;;
1541-0331;Women & Health;Hybrid;3250;2012;;;
1541-0315;Women & Therapy;Hybrid;3250;2012;;;
1747-583X;Women’s History Review;Hybrid;3250;2012;;;
1748-0280;Wood Material Science and Engineering;Hybrid;3250;2012;;;
1464-5335;Work And Stress;Hybrid;3250;2012;;;
1470-1375;World Archaeology;Hybrid;3250;2012;;;
1545-5815;Accountability in Research;Hybrid;2950;2013;;;
2159-4260;Accounting and Business Research;Hybrid;2950;2013;;;
1468-4489;Accounting Education;Hybrid;2950;2013;;;
2155-286X;Accounting History Review;Hybrid;2950;2013;;;
1744-9499;Accounting in Europe;Hybrid;2950;2013;;;
1651-1972;Acta Agriculturae Scandinavica, Section A - Animal Science;Hybrid;2950;2013;;;
1651-1913;Acta Agriculturae Scandinavica, Section B - Soil & Plant Science;Hybrid;2950;2013;;;
1503-111X;Acta Borealia;Hybrid;2950;2013;;;
2166-3408;Acta Botanica Gallica;Hybrid;2950;2013;;;
1949-0763;Acta Linguistica Hafniensia;Hybrid;2950;2013;;;
1476-7341;Action Learning: Research and Practice;Hybrid;2950;2013;;;
1544-4368;Activities, Adaptation & Aging;Hybrid;2950;2013;;;
1544-4376;Administration in Social Work;Hybrid;2950;2013;;;
1544-452X;Adoption Quarterly;Hybrid;2950;2013;;;
1568-5519;Advanced Composite Materials;Hybrid;2950;2013;;;
1568-5535;Advanced Robotics;Hybrid;2950;2013;;;
1756-2201;Advances in Building Energy Research;Hybrid;2950;2013;;;
2166-2649;Advances in Eating Disorders: Theory, Research and Practice;Hybrid;2950;2013;;;
1947-573X;Advances in Oceanography and Limnology;Hybrid;2950;2013;;;
2049-8535;Advances in School Mental Health Promotion;Hybrid;2950;2013;;;
1936-0835;Advances in the History of Rhetoric;Hybrid;2950;2013;;;
1521-7388;Aerosol Science and Technology;Hybrid;1500;2013;;;
0974-4061;Africa Review;Hybrid;2950;2013;;;
1752-864X;African and Black Diaspora: An International Journal;Hybrid;2950;2013;;;
2163-2642;African Geographical Review;Hybrid;2950;2013;;;
1472-5851;African Identities;Hybrid;2950;2013;;;
1727-9445;African Journal of AIDS Research;Hybrid;2950;2013;;;
1727-9364;African Journal of Aquatic Science;Hybrid;2950;2013;;;
1814-2338;African Journal of Marine Science;Hybrid;2950;2013;;;
1727-9380;African Journal of Range & Forage Science;Hybrid;2950;2013;;;
2042-1346;African Journal of Science, Technology, Innovation and Development;Hybrid;2950;2013;;;
1939-2214;African Security;Hybrid;2950;2013;;;
1469-2872;African Studies;Hybrid;2950;2013;;;
1364-6915;Aging & Mental Health;Hybrid;2950;2013;;;
1744-4128;Aging, Neuropsychology, and Cognition;Hybrid;2950;2013;;;
2168-3573;Agroecology and Sustainable Food Systems;Hybrid;2950;2013;;;
1360-0451;AIDS Care;Hybrid;2950;2013;;;
2150-7759;AJOB Neuroscience;Hybrid;2950;2013;;;
2150-7724;AJOB Primary Research;Hybrid;2950;2013;;;
1752-0754;Alcheringa: An Australasian Journal of Palaeontology;Hybrid;2950;2013;;;
1544-4538;Alcoholism Treatment Quarterly;Hybrid;2950;2013;;;
1473-348X;Al-Masaq;Hybrid;2950;2013;;;
1474-3906;American Communist History;Hybrid;2950;2013;;;
2160-0562;American Journal of Clinical Hypnosis;Hybrid;2950;2013;;;
1538-9286;American Journal of Distance Education;Hybrid;2950;2013;;;
2325-8454;American Journal of Mathematical and Management Sciences;Hybrid;2950;2013;;;
1548-7776;American Journal of Psychiatric Rehabilitation;Hybrid;2950;2013;;;
1554-6136;American Journal of Sexuality Education;Hybrid;2950;2013;;;
;American Journalism;Hybrid;2950;2013;;;
1743-7903;American Nineteenth Century History;Hybrid;2950;2013;;;
1943-9954;American Review of Canadian Studies;Hybrid;2950;2013;;;
1532-236X;Analytical Letters;Hybrid;2950;2013;;;
2156-6909;Anatolia;Hybrid;2950;2013;;;
1469-2899;Angelaki;Hybrid;2950;2013;;;
1532-2378;Animal Biotechnology;Hybrid;2950;2013;;;
2151-2485;Animal Cells and Systems;Hybrid;2950;2013;;;
2168-6351;Annales de la Société Entomologique de France;Hybrid;2950;2013;;;
1947-5691;Annals of GIS;Hybrid;2950;2013;;;
2159-6816;Annals of Leisure Research;Hybrid;2950;2013;;;
1464-505X;Annals of Science;Hybrid;2950;2013;;;
1467-8306;Annals of the Association of American Geographers;Hybrid;2950;2013;;;
1940-3364;ANQ: A Quarterly Journal of Short Articles, Notes and Reviews;Hybrid;2950;2013;;;
1469-2902;Anthropological Forum;Hybrid;2950;2013;;;
1469-2910;Anthropology & Medicine;Hybrid;2950;2013;;;
1477-2205;Anxiety, Stress & Coping;Hybrid;2950;2013;;;
1464-5041;Aphasiology;Hybrid;2950;2013;;;
1563-504X;Applicable Analysis;Hybrid;2950;2013;;;
1087-6545;Applied Artificial Intelligence;Hybrid;2950;2013;;;
1532-480X;Applied Developmental Science;Hybrid;2950;2013;;;
1466-4283;Applied Economics;Hybrid;2950;2013;;;
1466-4291;Applied Economics Letters;Hybrid;2950;2013;;;
1533-0389;Applied Environmental Education & Communication;Hybrid;2950;2013;;;
1466-4305;Applied Financial Economics;Hybrid;2950;2013;;;
1466-4313;Applied Mathematical Finance;Hybrid;2950;2013;;;
1532-4818;Applied Measurement in Education;Hybrid;2950;2013;;;
1532-4826;Applied Neuropsychology;Hybrid;2950;2013;;;
2162-2973;Applied Neuropsychology: Child;Hybrid;2950;2013;;;
1520-569X;Applied Spectroscopy Reviews;Hybrid;2950;2013;;;
1551-8663;Aquaculture Economics & Management;Hybrid;2950;2013;;;
1744-4152;Aquatic Insects;Hybrid;2950;2013;;;
2168-1074;Arboricultural Journal: The International Journal of Urban Forestry;Hybrid;2950;2013;;;
1752-7589;Architectural Engineering and Design Management;Hybrid;2950;2013;;;
1758-9622;Architectural Science Review;Hybrid;2950;2013;;;
1755-0475;Architectural Theory Review;Hybrid;2950;2013;;;
2164-6058;Archives and Manuscripts;Hybrid;2950;2013;;;
1476-3567;Archives of Agronomy and Soil Science;Hybrid;2950;2013;;;
1477-2817;Archives of Animal Nutrition;Hybrid;2950;2013;;;
;Archives of Environmental & Occupational Health;Hybrid;2950;2013;;;
1477-2906;Archives Of Phytopathology And Plant Protection;Hybrid;2950;2013;;;
1543-6136;Archives of Suicide Research;Hybrid;2950;2013;;;
1946-2174;Argument & Computation;Hybrid;2950;2013;;;
1532-4990;Arid Land Research and Management;Hybrid;2950;2013;;;
;Art Therapy;Hybrid;2950;2013;;;
1753-3023;Arts & Health;Hybrid;2950;2013;;;
1940-4395;Arts Education Policy Review;Hybrid;2950;2013;;;
1743-792X;Asia Pacific Business Review;Hybrid;2950;2013;;;
2150-7708;Asia Pacific Journal of Counselling and Psychotherapy;Hybrid;2950;2013;;;
1742-6855;Asia Pacific Journal of Education;Hybrid;2950;2013;;;
2165-0993;Asia Pacific Journal of Social Work and Development;Hybrid;2950;2013;;;
2164-0602;Asia Pacific Journal of Sport and Social Science;Hybrid;2950;2013;;;
1741-6507;Asia Pacific Journal of Tourism Research;Hybrid;2950;2013;;;
1477-1500;Asian Affairs;Hybrid;2950;2013;;;
2168-4227;Asian Anthropology;Hybrid;2950;2013;;;
2331-2548;Asian Englishes;Hybrid;2951;2013;;;
1469-2953;Asian Ethnicity;Hybrid;2950;2013;;;
2158-1762;Asian Geographer;Hybrid;2950;2013;;;
1742-0911;Asian Journal of Communication;Hybrid;2950;2013;;;
1750-7812;Asian Journal of Political Science;Hybrid;2950;2013;;;
2158-6721;Asian Journal of Technology Innovation;Hybrid;2950;2013;;;
1469-2961;Asian Philosophy;Hybrid;2950;2013;;;
1744-1749;Asian Population Studies;Hybrid;2950;2013;;;
1555-2764;Asian Security;Hybrid;2950;2013;;;
1467-8403;Asian Studies Review;Hybrid;2950;2013;;;
2164-2257;Asia-Pacific Journal of Accounting & Economics;Hybrid;2950;2013;;;
1837-7130;Asia-Pacific Journal of Health, Sport and Physical Education;Hybrid;2950;2013;;;
1469-2945;Asia-Pacific Journal of Teacher Education;Hybrid;2950;2013;;;
1469-2937;Asia-Pacific Review;Hybrid;2950;2013;;;
1469-297X;Assessment & Evaluation in Higher Education;Hybrid;2950;2013;;;
1465-329X;Assessment in Education: Principles, Policy & Practice;Hybrid;2950;2013;;;
1949-3614;Assistive Technology;Hybrid;2950;2013;;;
1557-2943;Astropolitics;Hybrid;2950;2013;;;
1545-6889;Atlantic Journal of Communication;Hybrid;2950;2013;;;
1740-4649;Atlantic Studies;Hybrid;2950;2013;;;
1480-9214;Atmosphere-Ocean;Hybrid;2950;2013;;;
1469-2988;Attachment & Human Development;Hybrid;2950;2013;;;
2159-5356;Australasian Journal of Environmental Management;Hybrid;2950;2013;;;
1471-6828;Australasian Journal of Philosophy;Hybrid;2950;2013;;;
1839-471X;Australian Academic & Research Libraries;Hybrid;2950;2013;;;
1465-3303;Australian Feminist Studies;Hybrid;2950;2013;;;
2325-6087;Australian Forestry;Hybrid;2950;2013;;;
1465-3311;Australian Geographer;Hybrid;2950;2013;;;
1940-5049;Australian Historical Studies;Hybrid;2950;2013;;;
1440-0952;Australian Journal of Earth Sciences;Hybrid;2950;2013;;;
1834-562X;Australian Journal of Forensic Sciences;Hybrid;2950;2013;;;
