issn;journal_title;oa_model;apc;year;;;
2042-3292;Equine Veterinary Education;Hybrid;3000;2017;;;
2042-3306;Equine Veterinary Journal;Hybrid;3000;2017;;;
1439-0310;Ethology;Hybrid;3600;2017;;;
1548-1352;Ethos;Hybrid;3000;2017;;;
1746-692X;EuroChoices;Hybrid;3000;2017;;;
1099-0968;European Eating Disorders Review;Hybrid;3700;2017;;;
1468-036X;European Financial Management;Hybrid;2800;2017;;;
1365-2354;European Journal of Cancer Care;Hybrid;4200;2017;;;
1365-2362;European Journal of Clinical Investigation;Hybrid;3000;2017;;;
1600-0579;European Journal of Dental Education;Hybrid;2900;2017;;;
1465-3435;European Journal of Education;Hybrid;2500;2017;;;
1600-0609;European Journal of Haematology;Hybrid;3100;2017;;;
1879-0844;European Journal of Heart Failure;Hybrid;4200;2017;;;
1521-4141;European Journal of Immunology;Hybrid;3500;2017;;;
1099-0682;European Journal of Inorganic Chemistry;Hybrid;3000;2017;;;
1438-9312;European Journal of Lipid Science and Technology;Hybrid;3500;2017;;;
1468-1331;European Journal of Neurology;Hybrid;4100;2017;;;
1460-9568;European Journal of Neuroscience;Hybrid;3000;2017;;;
1600-0722;European Journal of Oral Sciences;Hybrid;3000;2017;;;
1099-0690;European Journal of Organic Chemistry;Hybrid;3000;2017;;;
1532-2149;European Journal of Pain;Hybrid;4000;2017;;;
1099-0984;European Journal of Personality;Hybrid;3000;2017;;;
1468-0378;European Journal of Philosophy;Hybrid;2500;2017;;;
1475-6765;European Journal of Political Research;Hybrid;3000;2017;;;
2047-8852;European Journal of Political Research Political Data Yearbook;Hybrid;3000;2017;;;
1099-0992;European Journal of Social Psychology;Hybrid;2500;2017;;;
1365-2389;European Journal of Soil Science;Hybrid;3700;2017;;;
1468-0386;European Law Journal;Hybrid;2500;2017;;;
1740-4762;European Management Review;Hybrid;3000;2017;;;
1558-5646;Evolution ;Hybrid;3000;2017;;;
1525-142X;Evolution & Development;Hybrid;3100;2017;;;
1520-6505;Evolutionary Anthropology: Issues, News, and Reviews;Hybrid;3700;2017;;;
1600-0625;Experimental Dermatology;Hybrid;4100;2017;;;
1469-445X;Experimental Physiology;Hybrid;2950;2017;;;
1747-1567;Experimental Techniques;Hybrid;3000;2017;;;
1468-0394;Expert Systems;Hybrid;2500;2017;;;
1552-3934;Family & Consumer Sciences Research Journal;Hybrid;3000;2017;;;
1744-1617;Family Court Review;Hybrid;3000;2017;;;
1545-5300;Family Process;Hybrid;3000;2017;;;
1741-3729;Family Relations;Hybrid;3000;2017;;;
1460-2695;Fatigue & Fracture of Engineering Materials & Structures;Hybrid;3800;2017;;;
1742-4658;FEBS Journal;Hybrid;3800;2017;;;
1873-3468;FEBS Letters;Hybrid;3000;2017;;;
1522-239X;Feddes Repertorium;Hybrid;2500;2017;;;
1468-0408;Financial Accountability & Management;Hybrid;2500;2017;;;
1755-053X;Financial Management;Hybrid;3000;2017;;;
1468-0416;Financial Markets, Institutions & Instruments;Hybrid;2500;2017;;;
1540-6288;Financial Review - The;Hybrid;3000;2017;;;
1099-1018;Fire and Materials;Hybrid;2500;2017;;;
1475-5890;Fiscal Studies;Hybrid;3000;2017;;;
1467-2979;Fish and Fisheries;Hybrid;3800;2017;;;
1365-2400;Fisheries Management and Ecology;Hybrid;3400;2017;;;
1365-2419;Fisheries Oceanography;Hybrid;3700;2017;;;
1099-1026;Flavour and Fragrance Journal;Hybrid;3600;2017;;;
2042-7166;Focus on Alternative and Complementary Therapies;Hybrid;3000;2017;;;
1949-8535;Focus on Geography;Hybrid;3000;2017;;;
1944-9720;Foreign Language Annals;Hybrid;3000;2017;;;
1743-8594;Foreign Policy Analysis;Hybrid;3000;2017;;;
1439-0329;Forest Pathology;Hybrid;3500;2017;;;
1521-3978;Fortschritte der Physik - Progress of Physics;Hybrid;3500;2017;;;
1365-2427;Freshwater Biology;Hybrid;3700;2017;;;
1615-6854;Fuel Cells;Hybrid;3000;2017;;;
1365-2435;Functional Ecology;Hybrid;3000;2017;;;
1472-8206;Fundamental & Clinical Pharmacology;Hybrid;2500;2017;;;
1931-2261;Future Prescriber;Hybrid;2500;2017;;;
1522-2608;GAMM-Mitteilungen;Hybrid;2500;2017;;;
1468-0424;Gender & History;Hybrid;2500;2017;;;
1468-0432;Gender, Work & Organization;Hybrid;3100;2017;;;
1939-3466;General Anthropology;Hybrid;3000;2017;;;
1365-2443;Genes to Cells;Hybrid;3800;2017;;;
1601-183X;Genes, Brain and Behavior;Hybrid;3000;2017;;;
1098-2264;Genes, Chromosomes & Cancer;Hybrid;3600;2017;;;
1526-968X;Genesis;Hybrid;3600;2017;;;
1098-2272;Genetic Epidemiology;Hybrid;4100;2017;;;
1520-6548;Geoarchaeology;Hybrid;2500;2017;;;
1472-4669;Geobiology;Hybrid;3700;2017;;;
1525-2027;Geochemistry, Geophysics, Geosystems;Hybrid;3500;2017;;;
1468-8123;Geofluids;Hybrid;3500;2017;;;
1468-0459;Geografiska Annaler: Series A, Physical Geography;Hybrid;3000;2017;;;
1468-0467;Geografiska Annaler: Series B, Human Geography;Hybrid;3000;2017;;;
1538-4632;Geographical Analysis;Hybrid;3000;2017;;;
1475-4959;Geographical Journal - The;Hybrid;3000;2017;;;
1745-5871;Geographical Research;Hybrid;2900;2017;;;
1931-0846;Geographical Review;Hybrid;3000;2017;;;
1749-8198;Geography Compass;Hybrid;2500;2017;;;
1099-1034;Geological Journal;Hybrid;3500;2017;;;
1365-2451;Geology Today;Hybrid;3000;2017;;;
1365-2478;Geophysical Prospecting;Hybrid;2500;2017;;;
1944-8007;Geophysical Research Letters;Hybrid;2500;2017;;;
1751-908X;Geostandards and Geoanalytical Research;Hybrid;3600;2017;;;
1447-0594;Geriatrics & Gerontology International;Hybrid;3000;2017;;;
1468-0475;German Economic Review;Hybrid;3000;2017;;;
1468-0483;German Life and Letters;Hybrid;2500;2017;;;
1756-1183;German Quarterly - The;Hybrid;3000;2017;;;
1741-2358;Gerodontology;Hybrid;2500;2017;;;
1098-1136;Glia;Hybrid;4200;2017;;;
1944-9224;Global Biogeochemical Cycles;Hybrid;3500;2017;;;
1365-2486;Global Change Biology;Hybrid;4500;2017;;;
1466-8238;Global Ecology and Biogeography;Hybrid;4300;2017;;;
1471-0374;Global Networks;Hybrid;3000;2017;;;
1758-5899;Global Policy;Hybrid;2800;2017;;;
2042-5805;Global Strategy Journal;Hybrid;3000;2017;;;
1468-0491;Governance;Hybrid;3300;2017;;;
1365-2494;Grass and Forage Science;Hybrid;2500;2017;;;
1744-697X;Grassland Science;Hybrid;2500;2017;;;
2152-3878;Greenhouse Gases: Science and Technology;Hybrid;2500;2017;;;
1745-6584;Ground Water;Hybrid;3000;2017;;;
1745-6592;Ground Water Monitoring & Remediation;Hybrid;3000;2017;;;
1468-2257;Growth and Change;Hybrid;2500;2017;;;
1365-2516;Haemophilia;Hybrid;4300;2017;;;
1552-146X;Hastings Center Report - The;Hybrid;3000;2017;;;
1097-0347;Head & Neck;Hybrid;4300;2017;;;
1526-4610;Headache;Hybrid;3000;2017;;;
1365-2524;Health and Social Care in the Community;Hybrid;4200;2017;;;
1099-1050;Health Economics;Hybrid;4200;2017;;;
1471-1842;Health Information and Libraries Journal;Hybrid;3000;2017;;;
1475-6773;Health Services Research;Hybrid;3300;2017;;;
1523-1496;Heat Transfer-Asian Research;Hybrid;2500;2017;;;
1523-5378;Helicobacter;Hybrid;2500;2017;;;
1522-2675;Helvetica Chimica Acta;Hybrid;2500;2017;;;
1099-1069;Hematological Oncology;Hybrid;3500;2017;;;
1542-4758;Hemodialysis International;Hybrid;3100;2017;;;
1527-3350;Hepatology;Hybrid;2000;2017;;;
1872-034X;Hepatology Research;Hybrid;3100;2017;;;
1098-1071;Heteroatom Chemistry;Hybrid;2500;2017;;;
1468-2265;Heythrop Journal - The;Hybrid;3000;2017;;;
1468-2273;Higher Education Quarterly;Hybrid;2500;2017;;;
1098-1063;Hippocampus;Hybrid;4100;2017;;;
1365-2559;Histopathology;Hybrid;4100;2017;;;
1540-6563;Historian - The;Hybrid;3000;2017;;;
1468-2281;Historical Research;Hybrid;3000;2017;;;
1468-229X;History;Hybrid;3000;2017;;;
1468-2303;History and Theory;Hybrid;3000;2017;;;
1478-0542;History Compass;Hybrid;2500;2017;;;
1748-5959;History of Education Quarterly;Hybrid;3000;2017;;;
1468-1293;HIV Medicine;Hybrid;3000;2017;;;
2059-1101;Howard Journal of Crime and Justice - The;Hybrid;3000;2017;;;
1477-2574;HPB;Hybrid;3000;2017;;;
1097-0193;Human Brain Mapping;Hybrid;4500;2017;;;
1520-6564;Human Factors and Ergonomics in Manufacturing & Service Industries;Hybrid;2500;2017;;;
1098-1004;Human Mutation;Hybrid;4500;2017;;;
1099-1077;Human Psychopharmacology: Clinical and Experimental;Hybrid;3400;2017;;;
1748-8583;Human Resource Management Journal;Hybrid;3100;2017;;;
1099-1085;Hydrological Processes;Hybrid;4200;2017;;;
1527-2001;Hypatia;Hybrid;3000;2017;;;
1474-919X;Ibis;Hybrid;3000;2017;;;
1759-5436;IDS Bulletin;Hybrid;3000;2017;;;
1600-065X;Immunological Reviews;Hybrid;4300;2017;;;
1365-2567;Immunology;Hybrid;3000;2017;;;
1600-0668;Indoor Air;Hybrid;4300;2017;;;
1468-2338;Industrial Relations Journal;Hybrid;2500;2017;;;
1532-7078;Infancy;Hybrid;3000;2017;;;
1522-7219;Infant and Child Development;Hybrid;2500;2017;;;
1097-0355;Infant Mental Health Journal;Hybrid;3000;2017;;;
"1750-4740
(Print only)";infocus Magazine;Hybrid;3000;2017;;;
1365-2575;Information Systems Journal;Hybrid;3900;2017;;;
1752-4598;Insect Conservation and Diversity;Hybrid;3000;2017;;;
1365-2583;Insect Molecular Biology;Hybrid;3000;2017;;;
1744-7917;Insect Science;Hybrid;3000;2017;;;
1551-3793;Integrated Environmental Assessment and Management;Hybrid;3000;2017;;;
1749-4877;Integrative Zoology;Hybrid;3600;2017;;;
1099-1174;Intelligent Systems in Accounting, Finance & Management;Hybrid;2500;2017;;;
1445-5994;Internal Medicine Journal;Hybrid;2500;2017;;;
1468-2346;International Affairs;Hybrid;3000;2017;;;
1875-595X;International Dental Journal;Hybrid;2900;2017;;;
1468-2354;International Economic Review;Hybrid;3000;2017;;;
1365-2591;International Endodontic Journal;Hybrid;3700;2017;;;
1468-2362;International Finance;Hybrid;2500;2017;;;
2042-6984;International Forum on Allergy & Rhinology;Hybrid;3000;2017;;;
1099-1107;International Insolvency Review;Hybrid;3000;2017;;;
1096-9853;International Journal for Numerical and Analytical Methods in Geomechanics;Hybrid;3700;2017;;;
2040-7947;International Journal for Numerical Methods in Biomedical Engineering;Hybrid;3800;2017;;;
1097-0207;International Journal for Numerical Methods in Engineering;Hybrid;3800;2017;;;
1097-0363;International Journal for Numerical Methods in Fluids;Hybrid;3600;2017;;;
1099-1115;International Journal of Adaptive Control and Signal Processing;Hybrid;2500;2017;;;
1744-7402;International Journal of Applied Ceramic Technology;Hybrid;3000;2017;;;
2041-1294;International Journal of Applied Glass Science;Hybrid;3000;2017;;;
1473-4192;International Journal of Applied Linguistics;Hybrid;2500;2017;;;
1556-9187;International Journal of Applied Psychoanalytic Studies;Hybrid;2500;2017;;;
1476-8070;International Journal of Art & Design Education - The;Hybrid;3000;2017;;;
1099-1123;International Journal of Auditing;Hybrid;2500;2017;;;
1097-0215;International Journal of Cancer;Hybrid;3900;2017;;;
1097-4601;International Journal of Chemical Kinetics;Hybrid;3100;2017;;;
1097-007X;International Journal of Circuit Theory and Applications;Hybrid;3500;2017;;;
1097-0088;International Journal of Climatology;Hybrid;3000;2017;;;
1742-1241;International Journal of Clinical Practice;Hybrid;4500;2017;;;
1099-1131;International Journal of Communication Systems;Hybrid;2500;2017;;;
1470-6431;International Journal of Consumer Studies;Hybrid;2500;2017;;;
1468-2494;International Journal of Cosmetic Science;Hybrid;3000;2017;;;
1471-0307;International Journal of Dairy Technology;Hybrid;3000;2017;;;
1601-5037;International Journal of Dental Hygiene;Hybrid;2700;2017;;;
1365-4632;International Journal of Dermatology;Hybrid;3100;2017;;;
1098-108X;International Journal of Eating Disorders;Hybrid;3700;2017;;;
1099-114X;International Journal of Energy Research;Hybrid;2500;2017;;;
1365-2613;International Journal of Experimental Pathology;Hybrid;3400;2017;;;
1099-1158;International Journal of Finance & Economics;Hybrid;2500;2017;;;
1365-2621;International Journal of Food Science & Technology;Hybrid;3300;2017;;;
1099-1166;International Journal of Geriatric Psychiatry;Hybrid;4100;2017;;;
1879-3479;International Journal of Gynecology & Obstetrics;Hybrid;3000;2017;;;
1099-1751;International Journal of Health Planning and Management - The;Hybrid;2900;2017;;;
1098-1098;International Journal of Imaging Systems and Technology;Hybrid;2500;2017;;;
1744-313X;International Journal of Immunogenetics;Hybrid;2500;2017;;;
1098-111X;International Journal of Intelligent Systems;Hybrid;2500;2017;;;
1475-6781;International Journal of Japanese Sociology;Hybrid;2500;2017;;;
1751-553X;International Journal of Laboratory Hematology;Hybrid;3100;2017;;;
1460-6984;International Journal of Language & Communication Disorders;Hybrid;3000;2017;;;
1468-2370;International Journal of Management Reviews;Hybrid;3300;2017;;;
1478-596X;International Journal of Medical Robotics and Computer Assisted Surgery - The;Hybrid;2500;2017;;;
1447-0349;International Journal of Mental Health Nursing;Hybrid;3700;2017;;;
1557-0657;International Journal of Methods in Psychiatric Research;Hybrid;2500;2017;;;
1095-9270;International Journal of Nautical Archaeology - The;Hybrid;3000;2017;;;
1099-1190;International Journal of Network Management;Hybrid;2500;2017;;;
1479-103X;International Journal of Nonprofit and Voluntary Sector Marketing;Hybrid;2500;2017;;;
1099-1204;International Journal of Numerical Modelling: Electronic Networks, Devices and Fields;Hybrid;2500;2017;;;
2047-3095;International Journal of Nursing Knowledge;Hybrid;3000;2017;;;
1440-172X;International Journal of Nursing Practice;Hybrid;3000;2017;;;
1748-3743;International Journal of Older People Nursing;Hybrid;2500;2017;;;
1099-1212;International Journal of Osteoarchaeology;Hybrid;2500;2017;;;
1365-263X;International Journal of Paediatric Dentistry;Hybrid;3300;2017;;;
2042-7174;International Journal of Pharmacy Practice;Hybrid;3000;2017;;;
1745-8315;International Journal of Psychoanalysis / The;Hybrid;3000;2017;;;
1464-066X;International Journal of Psychology;Hybrid;3000;2017;;;
1097-461X;International Journal of Quantum Chemistry;Hybrid;3800;2017;;;
1099-047X;International Journal of RF and Microwave Computer-Aided Engineering;Hybrid;2500;2017;;;
1756-185X;International Journal of Rheumatic Diseases;Hybrid;3100;2017;;;
1099-1239;International Journal of Robust and Nonlinear Control;Hybrid;2500;2017;;;
1542-0981;International Journal of Satellite Communications and Networking;Hybrid;3500;2017;;;
1468-2389;International Journal of Selection and Assessment;Hybrid;2500;2017;;;
1468-2397;International Journal of Social Welfare;Hybrid;3000;2017;;;
1747-4949;International Journal of Stroke;Hybrid;3000;2017;;;
1468-2400;International Journal of Systematic Theology;Hybrid;2500;2017;;;
1522-1970;International Journal of Tourism Research;Hybrid;2500;2017;;;
1468-2419;International Journal of Training and Development;Hybrid;2500;2017;;;
1468-2427;International Journal of Urban and Regional Research;Hybrid;3300;2017;;;
1749-771X;International Journal of Urological Nursing;Hybrid;3000;2017;;;
1442-2042;International Journal of Urology;Hybrid;3300;2017;;;
1564-913X;International Labour Review;Hybrid;2500;2017;;;
1468-2435;International Migration;Hybrid;2500;2017;;;
1747-7379;International Migration Review;Hybrid;3000;2017;;;
1466-7657;International Nursing Review;Hybrid;3000;2017;;;
1749-5687;International Political Sociology;Hybrid;3000;2017;;;
1468-2443;International Review of Finance;Hybrid;2500;2017;;;
1522-2632;International Review of Hydrobiology;Hybrid;2500;2017;;;
1758-6631;International Review of Mission;Hybrid;3000;2017;;;
1468-2451;International Social Science Journal;Hybrid;2500;2017;;;
1468-246X;International Social Security Review;Hybrid;2500;2017;;;
1751-5823;International Statistical Review;Hybrid;3900;2017;;;
1528-3585;International Studies Perspectives;Hybrid;3000;2017;;;
1468-2478;International Studies Quarterly;Hybrid;3000;2017;;;
1468-2486;International Studies Review;Hybrid;3000;2017;;;
1475-3995;International Transactions in Operational Research;Hybrid;2800;2017;;;
2050-7038;International Transactions on Electrical Energy Systems;Hybrid;2500;2017;;;
1742-481X;International Wound Journal;Hybrid;4100;2017;;;
1748-1090;International Zoo Yearbook;Hybrid;3000;2017;;;
1744-7410;Invertebrate Biology;Hybrid;3000;2017;;;
1531-0361;Irrigation and Drainage;Hybrid;3000;2017;;;
1751-2824;ISBT Science Series;Hybrid;3000;2017;;;
1440-1738;Island Arc;Hybrid;2500;2017;;;
1521-6551;IUBMB Life;Hybrid;3000;2017;;;
1742-7924;Japan Journal of Nursing Science;Hybrid;2500;2017;;;
1468-5965;JCMS: Journal of Common Market Studies;Hybrid;3200;2017;;;
1610-0387;JDDG - Journal der Deutschen Dermatologischen Gesellschaft;Hybrid;3000;2017;;;
1754-0208;Journal for Eighteenth-Century Studies;Hybrid;3000;2017;;;
1744-6155;Journal for Specialists in Pediatric Nursing;Hybrid;2500;2017;;;
1468-5906;Journal for the Scientific Study of Religion;Hybrid;3000;2017;;;
1468-5914;Journal for the Theory of Social Behaviour;Hybrid;2500;2017;;;
2161-1874;Journal of Addictions & Offender Counseling;Hybrid;3000;2017;;;
1936-2706;Journal of Adolescent & Adult Literacy;Hybrid;3000;2017;;;
1365-2648;Journal of Advanced Nursing;Hybrid;4200;2017;;;
2042-3195;Journal of Advanced Transportation;Hybrid;2500;2017;;;
1540-6245;Journal of Aesthetics and Art Criticism - The;Hybrid;3000;2017;;;
1471-0366;Journal of Agrarian Change;Hybrid;2500;2017;;;
1477-9552;Journal of Agricultural Economics;Hybrid;3000;2017;;;
1439-037X;Journal of Agronomy and Crop Science;Hybrid;3600;2017;;;
2327-6924;Journal of American Association of Nurse Practitioners;Hybrid;3000;2017;;;
1542-734X;Journal of American Culture - The;Hybrid;3000;2017;;;
1468-5922;Journal of Analytical Psychology;Hybrid;3000;2017;;;
1469-7580;Journal of Anatomy;Hybrid;3000;2017;;;
1439-0388;Journal of Animal Breeding and Genetics;Hybrid;3700;2017;;;
1365-2656;Journal of Animal Ecology;Hybrid;3000;2017;;;
1439-0396;Journal of Animal Physiology and Animal Nutrition ;Hybrid;3500;2017;;;
1938-3703;Journal of Applied Behavior Analysis;Hybrid;3000;2017;;;
1751-9861;Journal of Applied Biobehavioral Research;Hybrid;2500;2017;;;
1745-6622;Journal of Applied Corporate Finance;Hybrid;3000;2017;;;
1600-5767;Journal of Applied Crystallography;Hybrid;3000;2017;;;
1365-2664;Journal of Applied Ecology;Hybrid;3000;2017;;;
1099-1255;Journal of Applied Econometrics;Hybrid;2500;2017;;;
1439-0418;Journal of Applied Entomology;Hybrid;2500;2017;;;
1439-0426;Journal of Applied Ichthyology;Hybrid;2900;2017;;;
1365-2672;Journal of Applied Microbiology;Hybrid;3000;2017;;;
1468-5930;Journal of Applied Philosophy;Hybrid;3000;2017;;;
1097-4628;Journal of Applied Polymer Science;Hybrid;3600;2017;;;
1468-3148;Journal of Applied Research in Intellectual Disabilities;Hybrid;3100;2017;;;
1559-1816;Journal of Applied Social Psychology;Hybrid;2500;2017;;;
1099-1263;Journal of Applied Toxicology;Hybrid;4100;2017;;;
1600-048X;Journal of Avian Biology;Hybrid;2000;2017;;;
1521-4028;Journal of Basic Microbiology;Hybrid;2500;2017;;;
1099-0771;Journal of Behavioral Decision Making;Hybrid;3200;2017;;;
1099-0461;Journal of Biochemical and Molecular Toxicology;Hybrid;3500;2017;;;
1365-2699;Journal of Biogeography;Hybrid;4200;2017;;;
1552-4965;Journal of Biomedical Materials Research Part A;Hybrid;3750;2017;;;
1552-4981;Journal of Biomedical Materials Research Part B: Applied Biomaterials;Hybrid;2500;2017;;;
1864-0648;Journal of Biophotonics;Hybrid;4400;2017;;;
1523-4681;Journal of Bone and Mineral Research;Hybrid;3000;2017;;;
1468-5957;Journal of Business Finance & Accounting;Hybrid;2500;2017;;;
2158-1592;Journal of Business Logistics;Hybrid;3000;2017;;;
